COMPANY NAME,WEBSITE,STREET ADDRESS,CITY,STATE,ZIP,PHONE,EMAIL,INTERNSHIP MENTOR,INTERNSHIP TOPIC,MAJORS,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
Meadowlands Environment Center,http://www.rst2.org/mec/,3 DeKorte Park Plaza,Lyndhurst,NJ,7071,201-460-8300,michele.daly@njmeadowlands.gov,Michele Daly,Environmental Education,Research/Other,,,,,,,,,,,,,,,,
Butterfly Bakeshop,butterflybakeshop.com,133 East 39th Street,New York,NY,10016,212-686-2253,contact@butterflybakeshop.com,Orlando Leon,Bakery,Research/Other,,,,,,,,,,,,,,,,
New Jersey Institute of Technology Physics Department,njit.edu, University Heights,Newark,NJ,7102,973-596-3000,thomasg@njit.edu,Gordon Thomas,SmartShunt ,Commercial Arts,,,,,,,,,,,,,,,,
My Wallington Pharmacy,,25 Locust Avenue,Wallington,NJ,7057,9737774717,mywallingtonpharmacy@gmail.com,Chirag Patel,Assistant Pharmacist,Research/Other,,,,,,,,,,,,,,,,
Excel Orthopedic Rehabilitation,http://www.exceltherapy.com/facilities/fort-lee,1355 15th Street,Fort Lee,NJ,7024,(201) 224-8717,tlabocki@exceltherapy.com,Thomas Labocki,Physical Therapy,Medical,,,,,,,,,,,,,,,,
Agentry PR,www.agentrypr.com,"27 W 20th Street, Suite 504",New York,NY,10011,(212) 924-2276,info@agentrypr.com,Bailey Hospodor,Public Relations,Research/Other,,,,,,,,,,,,,,,,
Superintedent of Elections,http://www.co.bergen.nj.us/index.aspx?NID=415,1 bergen county plaza,Hackensack,NJ,7601,201-336-6115,csuptelection@aol.com,Thereasa  O'Connor ,Government,Law,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,www.njit.edu,University Heights,Newark,NJ,7102,(973) 596-3558,,Gordon Thomas,Research,Research/Other,,,,,,,,,,,,,,,,
Veterinary Center of Morris County,http://vetcentermorriscounty.com/,33 Eagle Rock Ave,East Hanover,NJ,7936,(973) 887-0522,admin@vetcentermorriscounty.com,Megan Edelle,Veterinary Medicine,Research/Other,,,,,,,,,,,,,,,,
Holy Name Medical Center,http://www.holyname.org/,718 Teaneck Road  ,Teaneck,NJ ,7666,(201) 833-3000 ,info@holyname.org,Barbara  Jones,Cardiographics Department,Commercial Arts,,,,,,,,,,,,,,,,
Portrait Artistry by Linda Marie,http://www.portraitartistrybylindamarie.com,925 NJ-23,Pompton Plains,NJ,7444,973 835 1849,imagesbyLmarie@optonline.net,Linda Marie,Photography ,Digital Media,,,,,,,,,,,,,,,,
Englewood Hospital and Medical Center,www.englewoodhealth.org,350 Engle Street,Englewood,NJ,7631, 201-894-3000,Ruby.Dalal@ehmchealth.org,Ruby Dalal,Volunteer,Research/Other,,,,,,,,,,,,,,,,
Sterling Medical Devices,www.sterlingmedicaldevices.com,17 Legion Place,Rochelle Park,NJ,7662,2012277569x162,JFargo@sterlingmedicaldevices.com,John Fargo,Software Testing and Validation,Computer Science,,,,,,,,,,,,,,,,
"Office of Congressman Bill Pascrell, Jr.",https://pascrell.house.gov/contact/offices/paterson-district-office,200 Federal Plaza Suite 500 Robert A. Roe Federal Building ,Paterson,NJ,7505,(973) 523-5152,Orville.Morales@mail.house.gov,Orville Morales,Government/Politics and Legislation in Congress,"Computer Science, Law",,,,,,,,,,,,,,,,
Nu Products Seasonings Co.,nuproductsseasonings.com,20 Potash Rd.,Oakland ,NJ,7436,201-870-2336,mark@nu-spice.com,Mark Bento,Food science,"Culinary, Research/Other",,,,,,,,,,,,,,,,
C9 Concepts,http://www.c9concepts.com/,553 Cedar Lane,Teaneck,NJ,7601,2019258785,cim@c9concepts.com,Carlos  Merino,"Government, Politics","Computer Science, Law",,,,,,,,,,,,,,,,
Bergen County Law and Public Safety Institute,http://www.co.bergen.nj.us/index.aspx?NID=597,281 Campgaw Rd,Mahwah,NJ,7430,(201) 818-7800,,Micah Hassinger,Computer Science,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Holy Name Medical Center,holyname.org,718 Teaneck Rd,Teaneck,NJ,7666,2018333051,info@holyname.org,Marie Berthou,"Simulation Center-Will have to assist with setting up for classes and simulations, replenishing supplies, aid with data entry, scanning, faxing, mailings, and tracking results. ",Computer Science,,,,,,,,,,,,,,,,
Sterling Medical Devices,http://sterlingmedicaldevices.com/,17 Legion Pl,Rochelle Park,NJ,7662,201-227-7569 ext. 162,ismalls@sterlingmedicaldevices.com,John Fargo,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Latitude Showroom ,http://www.latitudeshowroom.com/about.php,231 W. 39th Street,New York,NY,10018,212-997-8900, info@latitudeshowroom.com,Megan Honeycutt,Fashion Showroom ,Fashion,,,,,,,,,,,,,,,,
NYU Langone Medical Center,http://www.med.nyu.edu/pophealth/staff/robbir03,227 East 30th Street,New York,NY,10016,646-501-2634,rebecca.robbins@nyumc.org,Rebecca Robbins,Behavior Change,Research/Other,,,,,,,,,,,,,,,,
C9 Concepts,http://www.c9concepts.com/,553 Cedar Lane ,Teaneck ,NJ,7666,2019258785,cim@c9concepts.com,Carlos Merino,"Government, politics","Computer Science, Law",,,,,,,,,,,,,,,,
Boswell Engineering,www.boswellengineering,330 Phillips Ave,South Hackensack,N.J.,7606,(201)-641-0770,marketing@boswellengineering.com,John Murphy,Structural/Civil Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Sterling Medical Devices,www.sterlingmedicaldevices.com,365 West Passaic Street,Rochelle Park,NJ,7662,201-227-7569 ext. 162,jfargo@sterlingmedicaldevices.com,John Fargo,Computer Software ,Computer Science,,,,,,,,,,,,,,,,
The Source Dance Lab,http://www.thesourcedancelab.com,685 Bergen Boulevard,Ridgefield,NJ,7657,2018405130,thesourcedancelab@gmail.com,Courtney Lynch,Dance & Studio Management,Research/Other,,,,,,,,,,,,,,,,
Memorial Middle School ,,130 Liberty Street,Little Ferry ,NJ,7643,2016416186,littleferry.k12.nj.us  ,Frank Scarafile,Main Office Secretary,Computer Science,,,,,,,,,,,,,,,,
Gale Branding,http://www.galebranding.com/,"515 West 20th Street, 6th floor suite 6E",New York,NY,10011,2129935815,erik@galebranding.com,Erik Bucci,Public Relations,Research/Other,,,,,,,,,,,,,,,,
NJIT Department of Mechanical & Industrial Engineering,https://web.njit.edu/~singhp/,323 Dr Martin Luther King Jr Blvd Mechanical and Industrial Engineering Center,Newark,NJ,7102,973-596-3326,pushpendra.singh@njit.edu,Pushpendra  Singh,Mechanical Engineering ,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,njit.edu,"Tiernan Hall, 61 Warrent Street",Newark,NJ,7102,973-596-5865,camelia.prodan@njit.edu,Camelia Prodan,Biophysics,Research/Other,,,,,,,,,,,,,,,,
Young People's Chorus of NYC,https://ypc.org,"37 West 65th Street, 2nd Floor",New York,NY,10023,212-289-7779 ext. 11,info@ypc.org,Maria Pena,Music,Research/Other,,,,,,,,,,,,,,,,
One Key LLC,www.onekeyllc.com/,241 Hudson Street,Hackensack,NJ,7601,201-488-4455,info@onekeyllc.com,Finbar O'Neill,Real Estate Development ,Research/Other,,,,,,,,,,,,,,,,
"Kaufman Dolowich & Voluck, LLP",http://kdvlaw.com/offices/new-jersey/,21 Main St #251,Hackensack,NJ,7601,2014886655,eoconnell@kdvlaw.com,Ellen O'Connell,Law,Law,,,,,,,,,,,,,,,,
Laguna 2 Corp,www.l2corp.com,12 Sullivan St,Westwood,NJ,7621,2015949444,pschoch@L2corp.com,Philip Schoch,Computer Hardware Analysis and Product Refurbishment,Computer Science,,,,,,,,,,,,,,,,
Little Ferry Memorial Middle School,http://www.littleferry.k12.nj.us/,130 Liberty Street,Little Ferry,NJ,7643,2016416101,fscarafile@littleferry.k12.nj.us,Frank Scarafile,Main Office Secretary ,Computer Science,,,,,,,,,,,,,,,,
North Arlington Municipal Court,http://www.northarlington.org/municipal-court/,214 Ridge Rd.,North Arlington,NJ,7031,201- 955-5658,Emarshall@northarlington.org,Eugenia  Marshall,North Arlington Municipal Courth,Research/Other,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,http://www.njit.edu/,"Central King Building, 100 Summit Street",Newark,NJ,7102,617-308-0885,haspel@njit.edu,Gal Haspel,Research,Research/Other,,,,,,,,,,,,,,,,
In-Tech Services LLC,,70 E. Palisade Ave.,Englewood,NJ,7631,201-894-5545,molly@in-techservice.com,Molly Sirisewakun,Information Technology,"Computer Science, Medical",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,www.njit.edu,323 Dr.Martin Luther King Jr. Blvd,Newark,NJ,7102,9732703704,stephen.eck@njit.edu,Anthony Rosato,Mechanical Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Valley Hospital,valleyhealth.com,223 N Van Dien Ave,Ridgewood,NJ,7450,(201) 447-8000,webinfo@valleyhealth.com,Katie Miller,Cadiology,Medical,,,,,,,,,,,,,,,,
"New Horizon Financial Inc,", http://newhorizonfinancial.com/  ,320 Palisade Avenue,Bogota,NJ,7603,201-489-1118, nhf@ae.cadaretgrant.com,Ed Sweeney,Business/Financial Planning,Business & Finance,,,,,,,,,,,,,,,,
Gadget Software,www.gadgetsoftware.com,58 Park Place,Newark,NJ,7102,201-783-4581,hello@gadgetsoftware.com,Rachel Crain,Software Test Intern,Computer Science,,,,,,,,,,,,,,,,
The Valley Hospital,www.valleyhealth.com,223 North Van Dien Ave,Ridgewood,NJ,7450,2014478000,KMARAVE@valleyhealth,Naum Tovbin,Clinical Bio-Med Engineering,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
Sterling Medical Devices,http://sterlingmedicaldevices.com/,17 Legion Pl,Rochelle Park,NJ,7662,201-227-7569,info@sterlingmedicaldevices.com,John Fargo,Software Testing and Verification ,Computer Science,,,,,,,,,,,,,,,,
Parano & Associates,http://www.paranoandassociates.com,553 Cedar Lane,Teaneck,NJ,7666,201-925-8785,cim@c9concepts.com,Carlos Merino,"I am to intern at a political headquarter where I will have the chance to collect and analyze data, fill data into databases, and learn what type of policies people want from their elected officials. I will also be exposed to people of high political intellect; I will be able to talk to them and expand my understanding of politics as a whole.","Computer Science, Commercial Arts, Law",,,,,,,,,,,,,,,,
REHABILITY PHYSICAL THERAPY,http://www.rehabilitypt.com/,411 Hackensack Street,Carlstadt,NJ,7072,201-804-7811,chughes@rehabilitypt.com,Christopher Hughes,Physical Therapy ,Medical,,,,,,,,,,,,,,,,
Greek Orthodox Metropolitan of St.John the Theologian ,www.524america.com,353 East Clinton Avenue ,Tenafly,NJ,7670,(201)5675072,ageorgiou@stjohntenafly.org,Andrew Georgiou,Office/Secretary ,Research/Other,,,,,,,,,,,,,,,,
Englewood Dental,englewooddental.com,370 Grand Ave,Englewood,NJ ,7631,2018713555,info@englewooddental.com,Esther Yang,Media Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Ridgefield Park Animal Hospital,http://ridgefieldparkvet.com/,199 Main Street,Ridgefield Park,NJ ,7660,201-814-0095,rpah199@gmail.com,Paul Kim,Veterinary Sciences,Research/Other,,,,,,,,,,,,,,,,
Bergen County Public Safety Operations Center,http://www.co.bergen.nj.us/index.aspx?NID=1303,285 Campgaw Ave,Mahwah,NJ,7430,2017858500,not available,Micah Hassinger,Networking,Computer Science,,,,,,,,,,,,,,,,
Dance Dimnesions,https://www.dance-dimensions.net/,516 River Road,New Milford,NJ,7646,201-967-2928,director@dance-dimensions.net,Annette Merlini,Business,Business & Finance,,,,,,,,,,,,,,,,
Helidex Offshore,http://www.helidex.com/,"186 Paterson Avenue, Suite 303",East Rutherford,NJ,7073,2016362546,info@helidex.com,Chawki Benteftifa,Civil Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
BMW of North America,,300 Chestnut Ridge Rd,Woodcliff Lake,NJ,7677,2013073616,kevin.healy@bmwna.com,Kevin Healy,Law and Justice,Law,,,,,,,,,,,,,,,,
Englewood Hospital and Medical Center ,englewoodhospital.com,350 Engle Street ,Englewood ,NJ,7631,201-894-3066,carol.hoth@ehmc.com,Carol  Hoth,Volunteer at Englewood Hospital ,"Computer Science, Medical",,,,,,,,,,,,,,,,
Sterling Medical Devices,http://sterlingmedicaldevices.com/,"365 West Passaic Street, Suite 485",Rochelle Park,NJ,7662,201-227-7569 x2,info@sterlingmedicaldevices.com,Robert Weinstein,Finance Intern,Business & Finance,,,,,,,,,,,,,,,,
Bergen County Public Safety Operations Center,http://www.co.bergen.nj.us/index.aspx?NID=1303,285 Campgaw Road ,Mahwah,NJ,7430,201-785-8500,careers@bcpsoc.com,Micah Hassinger,Networking,Computer Science,,,,,,,,,,,,,,,,
Sterling Medical Devices,http://sterlingmedicaldevices.com,17 Legion Place,Rochelle Park,NJ,7662,(201) 227-7569,info@sterlingmedicaldevices.com,John  Fargo,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,njit.org,323 Dr Martin Luther King Jr Blvd,Newark,NJ,7102,(973) 596-3300,gordon.a.thomas@njit.edu,Gordon Thomas,Physics Research,Research/Other,,,,,,,,,,,,,,,,
Garfield Middle School,http://www.gboe.org/TJMS/DEFAULT.htm,175 Lanza Ave,Garfield,NJ,7026,973-272-7020 ext. 3224,Tfrancica@gboe.org,Tammy Francica,Music Education,Research/Other,,,,,,,,,,,,,,,,
Borough of Leonia ,leonianj.gov,312 Broad Ave5,Leonia,NJ,7605,"201-592-5780, x221",jterhune@leonianj.gov,Judah Zeigler,Public Service,Research/Other,,,,,,,,,,,,,,,,
Bergen County Sheriff's Office,http://www.bcsd.us/Default.aspx,10 Main Street,Hackensack,NJ,7601,973-725-6042,mlepinski@bcsd.us,Mark Lepinski,Technician,Computer Science,,,,,,,,,,,,,,,,
Bergen County Academies,,200 Hackensack Ave,Hackensack,NJ,7601,201343600,deokim@bergen.org,Deok-Yang  Kim,Material Science and Nanostructure Research,Research/Other,,,,,,,,,,,,,,,,
New Horizon Financial Corporation,http://newhorizonfinancial.com/,320 Palisade Ave,Bogota,NJ,7603,201-489-1118,sweeneye@ae.cadaretgrant.com,Edward Sweeney,Finance,Business & Finance,,,,,,,,,,,,,,,,
Bergen County Sheriff's Office,bcsd.us,10 Main Street,Hackensack,NJ,7601,201-336-3500,jhornyak@bcsd.us,Joe Hornyak,Bergen County Sheriff's Department Intern,Commercial Arts,,,,,,,,,,,,,,,,
 Tanners Avenue Corp.,,86 Hobart Street,Hackensack,NJ,7601,2014881777,sandy@tannersavenue.com,Sandy Han, .,Research/Other,,,,,,,,,,,,,,,,
DR. PC Computer Repair Service,,260 Bergen Turnpike,Little Ferry,NJ,7643,(201) 994-1992,drpcstore@gmail.com,Yeon Choi,Information Technology,"Computer Science, Medical",,,,,,,,,,,,,,,,
MEK Review,http://www.mekreview.com/,261 1st Street,Palisades Park,NJ,7650,2014562446,mek@mekreview.com,Tony Kim,Computer Science,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Liberty Science Center,http://lsc.org/,222 Jersey City Boulevard,Jersey City,NJ,7305,2012531278,halicea@lsc.org,Hope Alicea,Science - Museum Volunteer,Research/Other,,,,,,,,,,,,,,,,
Liberty Science Center,lsc.org,222 Jersey City Blvd,Jersey City,NJ,7305,201-253-1278,halicea@lsc.org,Hope  Alicea,Science,Research/Other,,,,,,,,,,,,,,,,
Schneider Electric,http://www.schneider-electric.us/en/,210 Meadowlands Pkwy,Secaucus,NJ,7094,(201) 348-9240,mike.antonucci@schneider-electric.com,Guillermo Herrera,Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Paterson District Office of Congressman Bill Pascrell,https://pascrell.house.gov/contact/offices/paterson-district-office,200 Federal Plaza Suite 500 Robert A. Roe Federal Building,Paterson,NJ,7505,9735235152,orville.morales@mail.house.gov,Orville Morales,Law and Government,Law,,,,,,,,,,,,,,,,
FundaciÃ³n Angel Ariel,www.fundacionangelariel.com,6036 Hudson Avenue,West New York,NJ,7093,201-868-4408,info@fundacionangelariel.com,Sara Maria Ortega,Volunteer foundation for giving to those in need in the Dominican Republic,Research/Other,,,,,,,,,,,,,,,,
MEK Review,www.mekreview.com,261 1st Street,Palisades Park,NJ,7650,(716)725-7117,sarahk@mekreview.com,Sarah Kim,Grading and Material Development,Research/Other,,,,,,,,,,,,,,,,
Liberty Science Center,www.lsc.org,222 Jersey City Boulevard,Jersey City,NJ,7305,201-200-1000,halicea@lsc.org,Hope Alicea,Science,Research/Other,,,,,,,,,,,,,,,,
Ludovica,shopludovica.com,170 Westwood Avenue,Westwood,NJ,7607,2013582313,info@shopludovica.com,Lara  Henawi,Fashion,Fashion,,,,,,,,,,,,,,,,
Liberty Science Center,lsc.org,222 Jersey City Blvd,Jersey City,NJ,7305,2012001000,halicea@lsc.org,Hope Alicea,Liberty Science Center Ambassador ,Research/Other,,,,,,,,,,,,,,,,
New Start New Jersey,http://www.nsnj.org,"550 Broad Street, Suite 910",Newark,NJ,7102,917-280-3418,info@nsnj.org,Timothy Castano,Research,Research/Other,,,,,,,,,,,,,,,,
"Riley E. Horton, Jr., LLC",none,658 Ridgewood Road,Maplewood,NJ,7040,(973) 763-4404,rhorton@hortonlawoffices.com,Riley Horton,Law,Law,,,,,,,,,,,,,,,,
Community Resource Council,http://www.crchelpline.org,75 Newman St,Hackensack,NJ,7601,(201)314-7200,crchelpforall@aol.com,Diana DiGirolamo,Public Service,Research/Other,,,,,,,,,,,,,,,,
"NY NJ Car Service, LLC",www.nynj.limo,233 Industrial Ave,Teterboro,NJ,7407,973-330-7800,reservations@njnycarservice.com,Jason D'Errico,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Sm Square Academy,http://www.sm-square.com,344 Broad Avenue 2nd Floor,Palisades Park,NJ,7605,201-394-1715,info@sm-square.com,Eun Ji Ko,Teacher Assistance,Research/Other,,,,,,,,,,,,,,,,
New Jersey Transit,www.njtransit.com,One Penn Plaza East,Newark,NJ,7105,(973)491-7861,jkemp@njtransit.com,James Kemp,Public Transportation,Research/Other,,,,,,,,,,,,,,,,
Liberty Science Center,http://lsc.org/,222 Jersey City Blvd,Jersey City,NJ,7305,(201) 200-1000,halicea@lsc.org,Hope Alicea,Liberty Science Center Ambassador ,Research/Other,,,,,,,,,,,,,,,,
Bergen County Sheriff Department,,10 Main St,Hackensack,NJ,7601,201 646-2200 ext. 3588,sbekier@bcsd.us,Amy Mehnert,Bergen County Sheriff Department Technology Department,"Computer Science, Commercial Arts, Medical",,,,,,,,,,,,,,,,
Liberty Science Center,http://lsc.org,222 Jersey City Blvd,Jersey City,NJ,7305,(201) 200-1000,halicea@isc.org,Hope,Science,Research/Other,,,,,,,,,,,,,,,,
C9 Concepts,http://www.c9concepts.com,553 Cedar Lane,Teaneck,NJ,7666,2019258785,cim@c9concepts.com,Carlos Merino,"Government, politics","Computer Science, Law",,,,,,,,,,,,,,,,
C9 Concepts,https://c9concepts.com/,553 Cedar Lane ,Teaneck,NJ,7666,2019258785,cim@c9concepts.com,Carlos Merino,"Government, Politics","Computer Science, Law",,,,,,,,,,,,,,,,
DeBaun Performing Arts Center,http://ugstudentlife.stevens.edu/org/debauncenter/DeBaun_Auditorium_Season,24 Fifth Street,Hoboken,NJ,7030,2012168934,crussell@stevens.edu,Carl Russell,Arts and Arts Management,Commercial Arts,,,,,,,,,,,,,,,,
Awad & Khoury LLP,http://www.awadkhoury.com/,"777 Terrace Avenue, Suite 303 ",Hasbrouck Heights,NJ,7604,(201)462-9500,info@abedawad.com,Abed Awad,Law and Justice,Law,,,,,,,,,,,,,,,,
Sun Noodle LLC,http://sunnoodle.com/,375 North St # O,Teterboro,NJ,7608,(201) 530-1100,kenshiro@sunnoodle.com,Kenshiro Uki,Manufacture Management,Research/Other,,,,,,,,,,,,,,,,
Starbucks (Corp.),http://www.starbucks.com/,1 Garden State Plaza Space #2304,Paramus,NJ,7652,(201) 843-7651,us1965888@starbucks.com,Cynthia Kanner,Food Retail,"Computer Science, Culinary",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,https://web.njit.edu/~rosato/,323 Dr Martin Luther King Jr Blvd,Newark,NJ,7102,(973)270-3704,anthony.rosato@njit.edu,Anthony Rosato,Granular Science Research,Research/Other,,,,,,,,,,,,,,,,
Applied Technology of Bergen Community College,,400 Paramus Road at the Applied Technology office Room S118,Paramus,NJ,7652,201-343-6000 x6802,sanzaw@bergen.org,Sandra Zawadzki,Applied Technology Department,"Computer Science, Commercial Arts, Medical",,,,,,,,,,,,,,,,
The Aviation Hall of Fame and Museum of New Jersey,http://www.njahof.org,400 Fred Wehran Road  Teterboro NJ 07608 ,Teterboro,NJ,7608,201-288-6344 , njahof@verizon.net ,Shea Oakley,The Aviation Hall of Fame of New Jersey,Research/Other,,,,,,,,,,,,,,,,
C9 Concepts,https://www.c9concepts.com,553 Cedar Lane,Teaneck,NJ ,7666,2019258785,cim@c9concepts.com,Carlos Merino,"government, politics","Computer Science, Law",,,,,,,,,,,,,,,,
Chick-Fil-A,http://www.chick-fil-a.com/gardenstateplaza,1 Garden State Plaza Blvd,Paramus,NJ,7644,(201) 843-0347,03705@chick-fil-a.com,Rafael Camargo,business ,Business & Finance,,,,,,,,,,,,,,,,
"iLearn Schools, Inc",ilearnschools.org,465 Boulevard,Elmwood Park,NJ,7407,(201) 773-9140 (ex. 104),ilearnschools.org,Gregory Del Russo,Writing Assistant,Computer Science,,,,,,,,,,,,,,,,
"Contract Manufacturing Partners, Inc.",http://cmpinj.com/,19 E Centre Street,Nutley,NJ,7110,973-532-6212,kevine@cmpinj.com,Kevin Ehrhardt,Light Component Engineering and Contract Manufacturing,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Liberty Science Center,http://lsc.org/,222 Jersey City Blvd.,Jersey City,NJ,7305,(201) 253-1297,volunteer@lsc.org,Hope Alicea,"Biological / Environmental Sciences, STEM learning",Research/Other,,,,,,,,,,,,,,,,
DiNardo & Associates,,178 Central Ave,Jersey City,NJ,7307,2019639500,EObjection@gmail.com,"Elise DiNardo, Esq.",Education Law,Law,,,,,,,,,,,,,,,,
Palisades Park Public Library,http://palisadespark.bccls.org/,257 2nd Street,Palisades Park,NJ,7650,201-585-4150,kumar@bccls.org,Susan Kumar,Library Assistant,Research/Other,,,,,,,,,,,,,,,,
